    # Step         Domain_Size
   2580000      1.25644169E+01     -2.49999344E-01      5.16350508E-01      4.90650406E+01      1.15648470E+01
   2590000      1.25259943E+01     -2.49999508E-01      5.16145706E-01      4.86535301E+01      1.17564840E+01
   2600000      1.24878044E+01     -2.49999508E-01      5.16623080E-01      4.70616417E+01      1.24394474E+01
   2610000      1.26030769E+01     -2.49999464E-01      5.16416252E-01      4.64944115E+01      1.12877436E+01
   2620000      1.25259943E+01     -2.49999404E-01      5.16387880E-01      4.70052490E+01      1.06369047E+01
   2630000      1.25644169E+01     -2.49999449E-01      5.16369104E-01      5.00844002E+01      1.14227791E+01
   2640000      1.24878044E+01     -2.49999478E-01      5.16737700E-01      5.04111900E+01      1.27487507E+01
   2650000      1.26030769E+01     -2.49999464E-01      5.16595364E-01      5.20263443E+01      1.16700077E+01
   2660000      1.24498482E+01     -2.49999508E-01      5.16404688E-01      5.07264633E+01      1.19676275E+01
   2670000      1.24878044E+01     -2.49999374E-01      5.16178370E-01      5.00811996E+01      9.26721478E+00
   2680000      1.25259943E+01     -2.49999404E-01      5.16738296E-01      5.38738403E+01      9.91367245E+00
   2690000      1.25644169E+01     -2.49999344E-01      5.16919076E-01      5.09172974E+01      8.44598675E+00
   2700000      1.26419754E+01     -2.49999419E-01      5.16466558E-01      5.14475708E+01      7.58477592E+00
   2710000      1.26030769E+01     -2.49999493E-01      5.16352475E-01      4.82674561E+01      1.17647505E+01
   2720000      1.24498482E+01     -2.49999464E-01      5.15709460E-01      4.88617249E+01      1.02676382E+01
   2730000      1.25259943E+01     -2.49999404E-01      5.17018676E-01      4.63160324E+01      1.22081289E+01
